unit_id,X1_team_size,X2_avg_employee_age,department,role_level,remote_ratio,digital_maturity_score,A_copilot_treatment,Y_observed_productivity_outcome,Y0_no_copilot,Y1_with_copilot,true_treatment_effect,propensity_score
631,5,33.95,Sales,Manager,0.53,0.77,1,68.32,61.78,68.32,6.54,0.5083
632,10,28.62,HR,Entry,0.87,0.1,0,58.921,58.921,63.021,4.1,0.3813
633,12,26.19,Sales,Entry,0.25,0.62,0,69.114,69.114,75.354,6.24,0.5951
634,13,41.13,Finance,Manager,0.78,0.08,1,76.562,72.502,76.562,4.06,0.7602
635,11,31.5,Finance,Senior,0.14,0.71,0,68.905,68.905,74.225,5.32,0.692
636,12,30.79,Customer Support,Manager,1.0,0.55,0,66.304,66.304,72.404,6.1,0.6685
637,11,35.53,Finance,Mid,0.69,0.82,1,75.092,69.552,75.092,5.54,0.7902
638,6,27.77,Customer Support,Manager,0.29,0.49,0,59.4,59.4,65.38,5.98,0.3241
639,11,32.11,Sales,Mid,0.47,0.69,0,68.992,68.992,75.372,6.38,0.6975
640,14,41.6,Finance,Entry,0.63,0.79,1,80.707,75.227,80.707,5.48,0.9145
641,11,29.77,Finance,Entry,0.21,0.92,1,76.825,71.085,76.825,5.74,0.7206
642,9,32.47,Customer Support,Entry,0.91,0.86,0,64.872,64.872,71.592,6.72,0.6784
643,8,36.35,Marketing,Entry,0.36,0.24,1,66.6,61.12,66.6,5.48,0.5118
644,8,24.06,Customer Support,Manager,0.18,0.77,1,62.295,55.755,62.295,6.54,0.4215
645,11,32.36,Engineering,Entry,0.47,0.64,1,75.757,70.577,75.757,5.18,0.6874
646,10,30.53,Sales,Entry,0.51,0.68,1,74.192,67.832,74.192,6.36,0.6225
647,10,41.1,Finance,Senior,0.13,0.76,0,67.257,67.257,72.677,5.42,0.8268
648,16,30.62,Operations,Senior,0.83,0.75,1,80.453,75.053,80.453,5.4,0.8436
649,11,31.13,Customer Support,Entry,0.34,0.7,1,74.018,67.618,74.018,6.4,0.6816
650,6,41.34,Marketing,Entry,0.76,0.74,0,64.989,64.989,71.469,6.48,0.6977
651,7,30.21,Customer Support,Manager,0.57,0.24,0,61.792,61.792,67.272,5.48,0.3351
652,11,21.2,Marketing,Entry,0.74,0.33,1,66.184,60.524,66.184,5.66,0.3429
653,8,26.65,Sales,Senior,0.19,0.64,1,69.55,63.27,69.55,6.28,0.4341
654,8,26.87,Finance,Mid,0.44,0.54,0,62.568,62.568,67.548,4.98,0.4047
655,4,43.11,Sales,Mid,0.34,0.43,0,63.541,63.541,69.401,5.86,0.5502
656,7,32.28,Engineering,Entry,0.79,0.66,0,63.898,63.898,69.118,5.22,0.5223
657,7,35.16,Finance,Manager,0,0.06,0,61.23,61.23,65.25,4.02,0.3795
658,5,36.97,Sales,Entry,0.06,0.8,1,71.703,65.103,71.703,6.6,0.586
659,11,38.63,Marketing,Manager,0.08,0.02,1,69.683,64.643,69.683,5.04,0.6188
660,10,36.95,Customer Support,Manager,0,0.88,1,74.517,67.757,74.517,6.76,0.7954
661,9,43.07,Operations,Mid,0.7,0.67,0,68.655,68.655,73.895,5.24,0.8076
662,10,38.2,Finance,Manager,0.84,0.13,1,69.925,65.765,69.925,4.16,0.6035
663,7,43.81,Sales,Mid,0.53,0.85,1,73.648,66.948,73.648,6.7,0.801
664,15,31.68,Finance,Entry,0.74,0.38,1,76.92,72.26,76.92,4.66,0.7472
665,8,37.66,HR,Mid,0.65,0.27,1,68.06,63.62,68.06,4.44,0.5517
666,9,39.22,Operations,Manager,0.52,0.3,1,70.873,66.373,70.873,4.5,0.6387
667,9,23.44,Legal,Mid,0.44,0.04,0,60.694,60.694,64.674,3.98,0.229
668,11,29.45,Legal,Senior,0.54,0.1,0,66.651,66.651,70.751,4.1,0.4429
669,8,31.89,Sales,Entry,0.33,0.17,0,63.13,63.13,68.47,5.34,0.3889
670,8,37.87,Marketing,Senior,0.26,0.96,1,73.34,66.42,73.34,6.92,0.7672
671,11,28.58,Sales,Manager,0,0.95,1,73.314,66.414,73.314,6.9,0.7073
672,15,26.49,Operations,Mid,0.87,0.36,1,74.597,69.977,74.597,4.62,0.6429
673,6,31.46,Engineering,Senior,0.87,0.63,1,66.068,60.908,66.068,5.16,0.4484
674,12,30.4,Customer Support,Mid,0.69,0.75,1,71.839,65.339,71.839,6.5,0.7203
675,12,33.1,Sales,Entry,0.92,0.53,0,70.479,70.479,76.539,6.06,0.7071
676,13,39.84,Finance,Mid,0.8,0.94,1,74.861,69.081,74.861,5.78,0.904
677,16,36.32,Marketing,Entry,0.88,0.7,1,82.483,76.083,82.483,6.4,0.8937
678,9,43.74,HR,Mid,0.84,0.32,1,73.328,68.788,73.328,4.54,0.732
679,5,33.58,Operations,Senior,0.11,0.21,0,58.004,58.004,62.324,4.32,0.3135
680,9,29.14,Operations,Mid,0.69,0.8,1,68.056,62.556,68.056,5.5,0.5896
681,8,34.47,HR,Senior,0.65,0.71,1,68.578,63.258,68.578,5.32,0.631
682,9,38.63,Sales,Senior,0.29,0.48,0,65.519,65.519,71.479,5.96,0.6833
683,5,25.38,Customer Support,Entry,0.61,0.45,1,61.942,56.042,61.942,5.9,0.2341
684,11,41.67,Marketing,Senior,0.6,0.43,1,75.441,69.581,75.441,5.86,0.7913
685,7,30.72,Marketing,Senior,0.62,0.8,1,68.936,62.336,68.936,6.6,0.5362
686,5,28.48,Marketing,Manager,0.61,0.68,0,60.498,60.498,66.858,6.36,0.3577
687,8,35.34,Customer Support,Entry,0.43,0.03,0,62.096,62.096,67.156,5.06,0.4165
688,11,34.02,Sales,Entry,0.86,0.33,0,67.04,67.04,72.7,5.66,0.6233
689,11,22.39,Engineering,Manager,0.81,0.25,0,60.366,60.366,64.766,4.4,0.342
690,8,31.55,Finance,Mid,0.5,0.76,1,70.805,65.385,70.805,5.42,0.5851
691,11,37.59,Operations,Entry,0.79,0.78,1,73.679,68.219,73.679,5.46,0.8108
692,14,37.09,Finance,Mid,0.86,0.36,1,71.599,66.979,71.599,4.62,0.796
693,8,38.33,Operations,Entry,0.16,0.63,1,73.666,68.506,73.666,5.16,0.684
694,9,30.51,Engineering,Senior,0.3,0.63,1,68.744,63.584,68.744,5.16,0.5617
695,7,24.13,Operations,Manager,0,0.26,0,55.836,55.836,60.256,4.42,0.2308
696,14,32.37,Sales,Entry,1,0.47,0,68.138,68.138,74.078,5.94,0.7486
697,11,32.44,Legal,Entry,0.17,0.54,0,69.453,69.453,74.433,4.98,0.6582
698,14,23.84,Engineering,Mid,0.46,0.78,1,75.575,70.115,75.575,5.46,0.6809
699,12,40.83,Legal,Mid,0.47,0.87,1,78.484,72.844,78.484,5.64,0.8863
700,11,43.2,Sales,Senior,0.71,0.39,1,74.191,68.411,74.191,5.78,0.8044
701,6,28.19,Sales,Manager,0.56,0.84,0,61.765,61.765,68.445,6.68,0.4486
702,11,28.77,Marketing,Senior,0.43,0.48,0,66.42,66.42,72.38,5.96,0.56
703,15,41.41,Marketing,Manager,0.25,0.21,0,74.282,74.282,79.702,5.42,0.8483
704,8,28.09,Marketing,Senior,0.08,0.22,1,65.609,60.169,65.609,5.44,0.3265
705,9,32.21,Customer Support,Manager,0.95,0.42,1,69.183,63.343,69.183,5.84,0.5266
706,7,33.83,Customer Support,Manager,0.84,0.94,1,69.66,62.78,69.66,6.88,0.6504
707,11,38.97,Finance,Mid,0.22,0.98,0,71.269,71.269,77.129,5.86,0.8652
708,10,33.92,Legal,Entry,0.65,0.57,1,70.991,65.951,70.991,5.04,0.6573
709,12,40.13,Engineering,Mid,0.12,0.15,1,73.804,69.604,73.804,4.2,0.7274
710,9,31.37,Marketing,Mid,0.67,0.34,1,68.133,62.453,68.133,5.68,0.4798
711,8,46.05,Marketing,Entry,0.27,0.99,1,79.827,72.847,79.827,6.98,0.8777
712,8,37.5,Legal,Entry,0.97,0.45,1,68.34,63.54,68.34,4.8,0.6095
713,5,37.37,HR,Entry,0.33,0.39,0,60.153,60.153,64.833,4.68,0.4525
714,13,39.4,Finance,Senior,0.13,0.22,1,78.373,74.033,78.373,4.34,0.7675
715,10,48.41,Finance,Entry,0,0.95,1,76.557,70.757,76.557,5.8,0.9232
716,11,30.89,Engineering,Manager,0.36,0.7,1,71.963,66.663,71.963,5.3,0.677
717,7,40.69,Finance,Senior,0.43,0.07,1,68.457,64.417,68.457,4.04,0.5051
718,8,27.53,HR,Manager,0.92,0.52,0,64.195,64.195,69.135,4.94,0.4124
719,13,33.91,Customer Support,Mid,0.56,0.3,1,73.831,68.231,73.831,5.6,0.6924
720,3,32.01,Customer Support,Mid,0.87,0.86,0,59.06,59.06,65.78,6.72,0.4073
721,6,31.65,Customer Support,Entry,0.42,0.58,1,66.573,60.413,66.573,6.16,0.4354
722,8,42.35,Finance,Senior,0.63,0.64,0,68.768,68.768,73.948,5.18,0.759
723,8,40.35,Legal,Mid,0.09,0.21,1,69.66,65.34,69.66,4.32,0.5904
724,9,38.79,Finance,Mid,0.72,0.6,0,66.852,66.852,71.952,5.1,0.7214
725,12,36.46,Sales,Senior,0.8,0.49,1,70.703,64.723,70.703,5.98,0.7554
726,13,42.83,Customer Support,Entry,0.77,0.73,1,81.645,75.185,81.645,6.46,0.9017
727,18,35.62,Operations,Manager,0.35,0.7,1,84.524,79.224,84.524,5.3,0.9188
728,4,36.07,Sales,Senior,0.37,0.1,0,59.22,59.22,64.42,5.2,0.2904
729,16,46.95,Operations,Senior,0.72,0.65,1,86.459,81.259,86.459,5.2,0.9533
730,12,21.95,Customer Support,Entry,0.43,0.38,1,67.073,61.313,67.073,5.76,0.4176
731,8,30.89,Finance,Entry,1,0.98,1,69.074,63.214,69.074,5.86,0.6439
732,6,42.7,Sales,Entry,0.43,0.11,1,68.281,63.061,68.281,5.22,0.5192
733,14,28.08,HR,Manager,0,0.21,1,68.519,64.199,68.519,4.32,0.5845
734,3,27.86,Legal,Mid,0,0.58,1,58.147,53.087,58.147,5.06,0.2422
735,11,37.65,HR,Entry,0.23,0.77,0,70.1,70.1,75.54,5.44,0.8095
736,3,25.81,Sales,Senior,0.99,0.26,0,48.332,48.332,53.852,5.52,0.1451
737,11,31.41,Engineering,Entry,0.71,0.21,0,66.831,66.831,71.151,4.32,0.5251
738,10,36.17,Operations,Entry,0.14,0.2,1,66.175,61.875,66.175,4.3,0.5832
739,10,35.19,Marketing,Manager,0.77,0.44,1,75.876,69.996,75.876,5.88,0.6417
740,3,44.56,Engineering,Manager,0.62,0.26,0,64.729,64.729,69.149,4.42,0.4787
741,8,32.93,Sales,Entry,1,0.66,0,66.358,66.358,72.678,6.32,0.5812
742,14,37.65,Engineering,Manager,0.39,0.72,0,70.291,70.291,75.631,5.34,0.8717
743,13,36.91,HR,Manager,0.57,0.15,1,71.299,67.099,71.299,4.2,0.7052
744,8,26.64,Engineering,Mid,0.67,0.52,0,60.404,60.404,65.344,4.94,0.3931
745,11,36.82,Sales,Senior,0.54,0.27,1,72.885,67.345,72.885,5.54,0.6619
746,6,35.53,Customer Support,Entry,0.31,0.04,1,68.384,63.304,68.384,5.08,0.3393
747,11,30.37,Marketing,Mid,0.75,0.51,1,74.079,68.059,74.079,6.02,0.6052
748,7,33.43,Engineering,Mid,0.65,0.32,1,65.266,60.726,65.266,4.54,0.4297
749,12,37.24,Finance,Manager,0.23,0.06,1,72.871,68.851,72.871,4.02,0.6447
750,11,32.57,Customer Support,Entry,0.26,0.31,0,65.693,65.693,71.313,5.62,0.5854
751,12,43.35,Sales,Manager,0.92,0.14,1,75.925,70.645,75.925,5.28,0.7787
752,8,26.94,Operations,Entry,1,0.06,1,65.401,61.381,65.401,4.02,0.259
753,11,38.51,Sales,Entry,0.45,0.38,0,67.319,67.319,73.079,5.76,0.7268
754,7,30.6,HR,Mid,0.31,0.29,1,65.339,60.859,65.339,4.48,0.359
755,8,37.28,Sales,Manager,0.3,0.06,0,57.011,57.011,62.131,5.12,0.4698
756,9,33.72,Sales,Senior,0.68,0.61,0,62.549,62.549,68.769,6.22,0.6245
757,9,30.28,Marketing,Manager,0.5,0.33,1,68.886,63.226,68.886,5.66,0.4519
758,10,31.16,Operations,Entry,1,0.37,1,69.383,64.743,69.383,4.64,0.5306
759,12,33.53,Legal,Entry,0.31,0.55,1,73.254,68.254,73.254,5.0,0.7207
760,4,38.12,HR,Senior,0,0.2,0,60.786,60.786,65.086,4.3,0.3615
761,13,43.07,Legal,Mid,0.39,0.16,0,69.56,69.56,73.78,4.22,0.8085
762,7,31.43,Engineering,Entry,0.55,0.26,1,65.403,60.983,65.403,4.42,0.3665
763,5,26.86,Marketing,Mid,0.05,0.76,0,58.971,58.971,65.491,6.52,0.35
764,7,37.43,Operations,Entry,0.03,0.11,1,69.834,65.714,69.834,4.12,0.446
765,4,40.2,Finance,Entry,0.27,0.48,0,59.209,59.209,64.069,4.86,0.5024
766,3,28.88,Finance,Mid,1,0.02,0,55.731,55.731,59.671,3.94,0.1379
767,5,39.34,Legal,Manager,0.68,0.61,0,60.864,60.864,65.984,5.12,0.5731
768,9,37.46,Customer Support,Senior,0,0.02,1,70.723,65.683,70.723,5.04,0.5049
769,7,36.99,Customer Support,Manager,0.15,0.4,1,68.794,62.994,68.794,5.8,0.5371
770,10,37.85,Marketing,Senior,0.32,0.95,1,77.117,70.217,77.117,6.9,0.8229
771,10,36.68,Marketing,Mid,1.0,0.48,0,68.7,68.7,74.66,5.96,0.6841
772,10,41.43,HR,Mid,0.81,0.21,1,73.889,69.569,73.889,4.32,0.6948
773,10,30.93,Marketing,Manager,1,0.43,1,73.241,67.381,73.241,5.86,0.5462
774,5,26.11,Customer Support,Manager,0,0.6,0,58.618,58.618,64.818,6.2,0.2869
775,9,29.74,Marketing,Entry,0.12,0.9,1,69.053,62.253,69.053,6.8,0.6356
776,6,29.71,Engineering,Manager,0,0.13,0,58.302,58.302,62.462,4.16,0.2566
777,12,45.33,Engineering,Senior,0.81,0.85,1,80.882,75.282,80.882,5.6,0.9191
778,6,29.75,Sales,Entry,0.43,0.63,1,66.496,60.236,66.496,6.26,0.4109
779,15,33.18,Operations,Senior,0.1,0.73,1,78.988,73.628,78.988,5.36,0.8466
780,5,37.48,HR,Manager,0.49,0.39,0,62.417,62.417,67.097,4.68,0.4548
781,9,42.27,Customer Support,Manager,0.13,0.08,1,72.173,67.013,72.173,5.16,0.6309
782,13,31.06,Legal,Manager,0.26,0.97,1,77.624,71.784,77.624,5.84,0.8166
783,8,37.2,HR,Mid,0.7,0.64,0,66.515,66.515,71.695,5.18,0.6646
784,9,30.4,Operations,Entry,0.94,0.28,0,63.651,63.651,68.111,4.46,0.4373
785,8,30.92,Legal,Manager,0.45,0.46,0,66.254,66.254,71.074,4.82,0.4667
786,12,27.88,Engineering,Senior,0.78,0.02,0,61.61,61.61,65.55,3.94,0.4248
787,15,43.36,Marketing,Mid,0.66,0.59,1,83.332,77.152,83.332,6.18,0.919
788,13,30.92,Finance,Senior,0,0.79,0,71.902,71.902,77.382,5.48,0.7735
789,13,44.99,Marketing,Manager,0.52,0.36,1,80.487,74.767,80.487,5.72,0.8691
790,8,43.64,Operations,Mid,0.3,0.74,1,72.366,66.986,72.366,5.38,0.8027
791,11,35.46,Operations,Entry,0,0.57,1,74.365,69.325,74.365,5.04,0.7251
792,12,31.67,Marketing,Senior,0.48,0.62,1,70.471,64.231,70.471,6.24,0.7064
793,10,38.64,Sales,Entry,0.77,0.97,1,75.737,68.797,75.737,6.94,0.837
794,14,38.95,Finance,Entry,0.17,0.73,1,79.366,74.006,79.366,5.36,0.8857
795,12,31.31,Marketing,Senior,0.92,0.27,1,72.527,66.987,72.527,5.54,0.5881
796,12,36.94,Sales,Entry,0.87,0.03,1,72.153,67.093,72.153,5.06,0.6286
797,5,35.52,Operations,Entry,0.91,0.24,1,64.482,60.102,64.482,4.38,0.3619
798,8,41.54,Marketing,Manager,0.59,0.89,1,74.909,68.129,74.909,6.78,0.8061
799,8,40.43,HR,Entry,1,0.21,0,65.703,65.703,70.023,4.32,0.5921
800,13,39.72,Marketing,Entry,0.91,0.17,1,76.121,70.781,76.121,5.34,0.7601
801,9,48.88,Engineering,Mid,0.73,0.29,1,73.241,68.761,73.241,4.48,0.8061
802,10,37.58,Legal,Manager,1,0.76,1,69.234,63.814,69.234,5.42,0.7766
803,10,36.47,HR,Entry,0.52,0.93,1,75.509,69.749,75.509,5.76,0.7997
804,12,38.19,HR,Manager,0.31,0.29,1,73.2,68.72,73.2,4.48,0.7317
805,14,36.63,Finance,Senior,0.35,0.4,1,79.711,75.011,79.711,4.7,0.7985
806,11,43.48,Customer Support,Entry,0.49,0.32,1,74.387,68.747,74.387,5.64,0.7927
807,7,35.93,Legal,Entry,0.29,0.3,1,66.839,62.339,66.839,4.5,0.4784
808,5,34.94,Legal,Manager,0,0.61,1,65.921,60.801,65.921,5.12,0.4747
809,10,26.33,Engineering,Senior,0.33,0.04,0,62.055,62.055,66.035,3.98,0.3155
810,13,43.14,Customer Support,Manager,0.74,0.01,1,76.286,71.266,76.286,5.02,0.775
811,11,23.85,HR,Manager,1,0.27,0,63.589,63.589,68.029,4.44,0.3786
812,2,35.3,Engineering,Entry,0.12,0.91,1,64.791,59.071,64.791,5.72,0.4529
813,8,37.74,Finance,Manager,0.31,0.12,0,62.524,62.524,66.664,4.14,0.5011
814,9,29.55,Legal,Mid,0.83,0.41,1,70.234,65.514,70.234,4.72,0.4635
815,11,37.59,Finance,Senior,0.15,0.55,1,77.123,72.123,77.123,5.0,0.7564
816,4,29.63,Engineering,Manager,0.23,0.86,0,60.799,60.799,66.419,5.62,0.399
817,13,24.2,HR,Manager,0.43,0.56,1,71.597,66.577,71.597,5.02,0.5749
818,9,38.33,HR,Manager,0.47,0.64,1,75.741,70.561,75.741,5.18,0.7243
819,8,32.15,Customer Support,Manager,0.48,0.52,0,65.829,65.829,71.869,6.04,0.5154
820,10,31.16,Sales,Entry,0.04,1.0,1,75.567,68.567,75.567,7.0,0.7319
821,10,40.87,Sales,Senior,0.27,0.16,1,73.986,68.666,73.986,5.32,0.6688
822,7,37.84,Marketing,Mid,0.72,0.82,1,72.901,66.261,72.901,6.64,0.6928
823,6,31.7,Finance,Manager,1,0.62,0,60.899,60.899,66.039,5.14,0.4504
824,11,39.38,Finance,Mid,0.83,0.94,1,74.811,69.031,74.811,5.78,0.863
825,12,29.84,Finance,Senior,0.02,0.8,1,74.841,69.341,74.841,5.5,0.7242
826,5,30.99,Customer Support,Entry,0.47,0.8,0,62.602,62.602,69.202,6.6,0.4525
827,13,36.43,Sales,Senior,0,0.39,1,76.941,71.161,76.941,5.78,0.7621
828,11,31.37,Finance,Manager,0.26,0.39,1,74.013,69.333,74.013,4.68,0.5865
829,13,41.98,Legal,Mid,0.04,0.8,0,74.409,74.409,79.909,5.5,0.9036
830,12,36.02,HR,Mid,0.73,0.25,1,70.885,66.485,70.885,4.4,0.6795
831,9,29.23,Marketing,Manager,0,0.77,1,70.089,63.549,70.089,6.54,0.5815
832,8,38.14,Customer Support,Manager,0.62,0.74,1,73.873,67.393,73.873,6.48,0.7127
833,4,37.57,Customer Support,Manager,0.91,0.48,0,60.985,60.985,66.945,5.96,0.4436
834,10,37.75,Sales,Manager,0.25,0.12,0,65.308,65.308,70.548,5.24,0.5904
835,2,31.24,Engineering,Senior,0.97,0.94,0,56.833,56.833,62.613,5.78,0.3747
836,4,28.0,Marketing,Manager,0.55,0.42,0,59.999,59.999,65.839,5.84,0.2365
837,7,41.58,Marketing,Manager,0.96,0.44,1,71.514,65.634,71.514,5.88,0.6497
838,11,34.21,Engineering,Entry,0.74,0.67,0,70.043,70.043,75.283,5.24,0.7304
839,11,43.56,Finance,Senior,0.75,0.16,1,71.44,67.22,71.44,4.22,0.7548
840,10,33.26,Finance,Mid,0.29,0.68,1,76.133,70.873,76.133,5.26,0.6781
841,6,26.33,Legal,Mid,0.81,0.73,0,56.504,56.504,61.864,5.36,0.3709
842,6,34.81,Legal,Senior,0.17,0.59,1,68.629,63.549,68.629,5.08,0.5098
843,10,42.66,Sales,Mid,0.22,0.02,1,71.93,66.89,71.93,5.04,0.6608
844,7,40.12,Customer Support,Mid,1,1.0,1,74.102,67.102,74.102,7.0,0.7809
845,8,35.9,Marketing,Manager,0.35,0.76,1,70.545,64.025,70.545,6.52,0.6758
846,6,43.31,HR,Mid,0.99,0.95,1,70.308,64.508,70.308,5.8,0.7872
847,8,41.53,Customer Support,Mid,0.55,0.4,1,69.591,63.791,69.591,5.8,0.6766
848,8,38.76,Sales,Mid,1,0.35,1,69.822,64.122,69.822,5.7,0.6031
849,6,32.27,Marketing,Entry,0.3,0.94,0,64.555,64.555,71.435,6.88,0.5746
850,16,30.74,Engineering,Entry,0.37,0.97,1,83.267,77.427,83.267,5.84,0.8813
851,10,41.62,Operations,Manager,0,0.83,1,76.39,70.83,76.39,5.56,0.8466
852,13,44.95,HR,Manager,0.32,0.7,1,80.505,75.205,80.505,5.3,0.9141
853,5,39.96,Engineering,Mid,0.67,0.45,1,67.19,62.39,67.19,4.8,0.5317
854,7,44.15,Legal,Mid,0.96,0.99,0,68.81,68.81,74.69,5.88,0.8347
855,9,42.55,Finance,Mid,0.17,0.11,1,66.513,62.393,66.513,4.12,0.6465
856,12,31.5,Customer Support,Senior,0.39,0.89,0,68.72,68.72,75.5,6.78,0.7758
857,8,32.91,Engineering,Senior,0.1,0.97,1,73.601,67.761,73.601,5.84,0.6813
858,10,37.34,HR,Senior,0.09,0.47,0,67.947,67.947,72.787,4.84,0.6939
859,7,35.71,Legal,Manager,0.87,0.58,1,71.738,66.678,71.738,5.06,0.571
860,15,35.13,Customer Support,Mid,0.5,0.22,1,74.342,68.902,74.342,5.44,0.763
861,8,41.42,Finance,Mid,0,0.62,0,65.944,65.944,71.084,5.14,0.738
862,10,37.28,Engineering,Senior,0.46,0.61,0,66.712,66.712,71.832,5.12,0.7329
863,7,35.95,Engineering,Manager,0.77,0.15,1,62.703,58.503,62.703,4.2,0.427
864,2,36.35,HR,Manager,0.41,0.1,0,58.357,58.357,62.457,4.1,0.2265
865,14,42.25,Engineering,Mid,0.9,0.76,1,81.288,75.868,81.288,5.42,0.9158
866,12,33.72,Engineering,Mid,0.62,0.24,0,67.815,67.815,72.195,4.38,0.6297
867,6,28.96,Finance,Senior,0.38,0.12,0,56.998,56.998,61.138,4.14,0.2412
868,5,33.72,Operations,Entry,0.43,0.36,1,65.427,60.807,65.427,4.62,0.3632
869,14,26.26,Customer Support,Manager,0.7,0.91,1,79.371,72.551,79.371,6.82,0.7609
870,8,36.26,Engineering,Mid,0.82,0.64,1,70.749,65.569,70.749,5.18,0.6454
871,10,34.48,Engineering,Senior,0.89,0.93,0,69.259,69.259,75.019,5.76,0.7694
872,17,37.15,Legal,Manager,0.39,0.0,1,74.744,70.844,74.744,3.9,0.8028
873,9,29.63,Marketing,Senior,0,0.8,1,73.525,66.925,73.525,6.6,0.6002
874,9,33.86,Marketing,Entry,0.5,0.56,1,71.971,65.851,71.971,6.12,0.611
875,5,29.16,Marketing,Mid,0.42,0.59,0,61.861,61.861,68.041,6.18,0.3432
876,11,33.47,Legal,Mid,0.44,0.35,1,72.571,67.971,72.571,4.6,0.6182
877,12,39.91,HR,Entry,0.44,0.49,1,75.894,71.014,75.894,4.88,0.8081
878,7,39.41,Finance,Manager,0.12,0.94,0,66.253,66.253,72.033,5.78,0.7545
879,12,28.82,Operations,Manager,0.37,0.04,0,61.733,61.733,65.713,3.98,0.4526
880,7,30.33,HR,Entry,0.24,0.41,0,60.519,60.519,65.239,4.72,0.3926
881,9,46.84,Operations,Entry,0.26,0.57,0,68.989,68.989,74.029,5.04,0.8367
882,16,43.88,HR,Mid,0.36,0.23,1,79.475,75.115,79.475,4.36,0.8958
883,4,23.99,Legal,Entry,0.67,0.83,1,63.535,57.975,63.535,5.56,0.2771
884,8,37.81,Customer Support,Mid,0.75,0.07,0,60.636,60.636,65.776,5.14,0.4852
885,5,37.05,Marketing,Entry,0.79,0.54,0,65.474,65.474,71.554,6.08,0.4976
886,12,35.68,HR,Manager,1,0.91,1,79.397,73.677,79.397,5.72,0.8382
887,13,43.87,Engineering,Manager,0.53,0.78,1,80.232,74.772,80.232,5.46,0.9153
888,11,42.94,HR,Senior,0.4,0.69,1,78.069,72.789,78.069,5.28,0.8594
889,10,51.76,Customer Support,Mid,0.11,0.16,1,76.038,70.718,76.038,5.32,0.8432
890,14,37.14,Engineering,Entry,0.07,0.04,1,74.223,70.243,74.223,3.98,0.7148
891,7,28.08,Engineering,Manager,0.3,0.62,0,61.728,61.728,66.868,5.14,0.4146
892,17,37.47,Marketing,Entry,0.47,0.23,1,76.511,71.051,76.511,5.46,0.8525
893,6,34.2,Engineering,Mid,0.87,0.67,0,61.681,61.681,66.921,5.24,0.5239
894,6,28.57,Finance,Mid,0.91,0.35,0,60.52,60.52,65.12,4.6,0.2975
895,10,37.14,Marketing,Senior,0.6,0.31,0,65.556,65.556,71.176,5.62,0.6402
896,10,33.06,Marketing,Manager,0,0.13,1,69.684,64.424,69.684,5.26,0.4894
897,8,29.6,Sales,Mid,0.24,0.9,0,65.797,65.797,72.597,6.8,0.59
898,9,48.65,HR,Mid,0,0.72,1,78.836,73.496,78.836,5.34,0.8815
899,6,35.59,Marketing,Entry,1,0.88,1,68.077,61.317,68.077,6.76,0.6261
900,6,20,Marketing,Mid,0.42,0.64,0,59.233,59.233,65.513,6.28,0.2272
901,5,28.58,HR,Mid,0.82,0.16,1,59.559,55.339,59.559,4.22,0.2135
902,12,26.92,Marketing,Mid,0.46,0.1,1,69.021,63.821,69.021,5.2,0.4312
903,8,42.44,Engineering,Mid,0.82,0.96,0,68.73,68.73,74.55,5.82,0.8325
904,10,42.77,Engineering,Entry,0.68,0.3,1,72.282,67.782,72.282,4.5,0.7444
905,10,27.95,HR,Manager,0.31,0.45,0,63.199,63.199,67.999,4.8,0.4864
906,4,31.37,Operations,Senior,0.71,1.0,1,68.201,62.301,68.201,5.9,0.4858
907,4,28.57,Engineering,Manager,0.29,0.12,0,53.145,53.145,57.285,4.14,0.1764
908,14,28.55,Customer Support,Senior,0.69,0.37,1,75.858,70.118,75.858,5.74,0.6474
909,9,38.01,Engineering,Manager,0.3,0.87,1,72.314,66.674,72.314,5.64,0.7788
910,12,33.63,Sales,Senior,0.65,0.01,0,65.848,65.848,70.868,5.02,0.55
911,7,39.56,Finance,Senior,0,0.42,0,62.625,62.625,67.365,4.74,0.6007
912,15,32.55,Finance,Mid,0.18,0.77,1,77.901,72.461,77.901,5.44,0.8465
913,8,33.61,Operations,Senior,0.65,0.99,0,67.719,67.719,73.599,5.88,0.7007
914,8,30.7,Operations,Manager,0.4,0.63,1,71.218,66.058,71.218,5.16,0.5213
915,13,40.16,Engineering,Senior,0.49,0.6,1,76.529,71.429,76.529,5.1,0.8575
916,9,26.88,Engineering,Senior,0.62,0.6,0,60.548,60.548,65.648,5.1,0.4699
917,10,28.61,Engineering,Mid,1,0.65,0,64.747,64.747,69.947,5.2,0.5707
918,11,33.12,Engineering,Entry,0,0.69,1,70.968,65.688,70.968,5.28,0.7165
919,13,39.76,Legal,Mid,0.62,0.29,1,75.579,71.099,75.579,4.48,0.7899
920,13,42.41,Marketing,Entry,0.12,0.67,1,80.492,74.152,80.492,6.34,0.8904
921,7,31.34,Marketing,Manager,1,0.06,0,58.315,58.315,63.435,5.12,0.3025
922,12,35.68,Operations,Senior,0.51,0.09,0,66.126,66.126,70.206,4.08,0.6218
923,12,42.69,Operations,Entry,0.75,0.63,0,71.489,71.489,76.649,5.16,0.8681
924,13,38.77,Finance,Senior,0.41,0.31,1,73.276,68.756,73.276,4.52,0.7796
925,13,29.66,HR,Manager,0.35,0.47,1,74.172,69.332,74.172,4.84,0.6608
